neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1,1.30876,103.8627,1,54,0.01701701701701702,0.003257328990228013,0.23256902199344875,0.06,0.4065934065934066,0.9835616438356164
0,1.27725,103.78759,1,67,0.009009009009009009,0.07166123778501629,0.04398689751988769,0.64,0.003663003663003663,0.06301369863013699
1,1.32911,103.86447,1,56,0.0,0.026058631921824105,0.08703790360318203,0.58,0.0,0.0
0,1.30481,103.83424,1,110,0.0,0.07166123778501629,0.043518951801591016,0.65,0.03296703296703297,0.8931506849315068
0,1.30531,103.78379,2,81,0.001001001001001001,0.006514657980456026,0.17828731867103417,0.06,0.007326007326007326,0.0
1,1.3086,103.86281,1,40,0.01701701701701702,0.009771986970684038,0.15956948993916706,0.09,0.4065934065934066,0.9835616438356164
0,1.30125,103.79619,1,81,0.17917917917917917,0.006514657980456026,0.42395882077678987,0.06,0.003663003663003663,0.9808219178082191
1,1.3124,103.85932,0,222,0.0,0.0,1.0,0.0,0.054945054945054944,0.9616438356164384
0,1.29941,103.9009,1,44,0.003003003003003003,0.009771986970684038,0.10528778661675246,0.09,0.03296703296703297,0.547945205479452
1,1.3085,103.8614,1,40,0.01701701701701702,0.006514657980456026,0.3612540945250351,0.06,0.21245421245421245,0.9835616438356164
1,1.31229,103.85872,0,194,0.0,0.013029315960912053,0.2419279363593823,0.19,0.054945054945054944,0.9616438356164384
1,1.31137,103.85681,1,44,0.01701701701701702,0.003257328990228013,0.43051006083294335,0.03,0.21245421245421245,0.936986301369863
0,1.2962,103.83715,1,87,0.001001001001001001,0.12052117263843648,0.01357042583060365,1.07,0.17216117216117216,0.8986301369863013
0,1.29754,103.83978,1,90,0.0,0.15309446254071662,0.02526906878802059,1.59,0.17216117216117216,0.9506849315068493
0,1.29898,103.83789,1,93,0.001001001001001001,0.247557003257329,0.008890968647636874,2.22,0.09523809523809523,0.9178082191780822
0,1.29731,103.83798,1,87,0.001001001001001001,0.11400651465798045,0.024801123069723912,1.04,0.09523809523809523,0.947945205479452
0,1.29826,103.83843,0,139,0.001001001001001001,0.24104234527687296,0.007487131492746842,2.14,0.0989010989010989,0.7835616438356164
1,1.3186,103.85834,1,25,0.17917917917917917,0.0,1.0,0.0,0.0,0.0
0,1.29889,103.83995,1,85,0.001001001001001001,0.1270358306188925,0.010762751520823585,1.17,0.09523809523809523,0.915068493150685
0,1.29658,103.83798,1,87,0.0,0.08143322475570032,0.012634534394010294,0.73,0.09523809523809523,0.9123287671232877
0,1.2976,103.837,0,169,0.001001001001001001,0.41042345276872966,0.008890968647636874,3.68,0.17216117216117216,0.6301369863013698
0,1.29592,103.83993,1,87,0.001001001001001001,0.13029315960912052,0.03369209171736079,1.25,0.0989010989010989,0.947945205479452
0,1.29554,103.83903,1,87,0.001001001001001001,0.15309446254071662,0.009358914365933552,1.41,0.0989010989010989,0.9452054794520548
0,1.29843,103.83836,1,85,0.001001001001001001,0.26058631921824105,0.01918577445016378,2.33,0.0989010989010989,0.9205479452054794
3,1.3226,103.85418,0,131,0.014014014014014014,0.013029315960912053,0.0014038371548900327,0.2,0.5128205128205128,1.0
3,1.32075,103.85369,0,200,0.01901901901901902,0.013029315960912053,0.017781937295273748,0.14,0.5128205128205128,0.7150684931506849
1,1.31131,103.85713,0,194,0.0,0.019543973941368076,0.2110435189518016,0.2,0.054945054945054944,0.9616438356164384
0,1.31192,103.80398,1,81,0.0890890890890891,0.0,1.0,0.0,0.0,0.0
1,1.31125,103.85958,0,194,0.0,0.003257328990228013,0.3336452971455311,0.04,0.054945054945054944,0.9616438356164384
2,1.31239,103.88401,1,56,0.005005005005005005,0.019543973941368076,0.1254094525035096,0.17,0.01098901098901099,0.00821917808219178
6,1.27616,103.83965,1,44,0.0890890890890891,0.0,1.0,0.0,0.003663003663003663,0.9808219178082191
0,1.3315,103.80797,0,150,0.003003003003003003,0.10097719869706841,0.012166588675713618,0.97,0.06227106227106227,0.2465753424657534
2,1.31246,103.88004,0,189,0.0,0.49185667752442996,0.02573701450631727,4.53,0.014652014652014652,0.4054794520547945
2,1.30876,103.88026,0,106,0.002002002002002002,0.013029315960912053,0.4183434721572298,0.12,0.003663003663003663,0.0
3,1.31775,103.8443,0,319,0.002002002002002002,0.003257328990228013,0.09265325222274216,0.15,0.03663003663003663,1.0
2,1.31476,103.88913,1,53,0.0,0.048859934853420196,0.15348619560131024,0.45,0.018315018315018316,0.0
3,1.32829,103.84706,0,110,0.1841841841841842,0.0,1.0,0.0,0.0,0.0
5,1.28351,103.84418,0,115,0.003003003003003003,0.13355048859934854,0.009826860084230228,1.23,0.304029304029304,0.12876712328767123
1,1.3113,103.86166,0,201,0.0,0.006514657980456026,0.3649976602714085,0.07,0.054945054945054944,0.9616438356164384
7,1.28035,103.8491,0,146,0.0,0.08469055374592833,0.016378100140383715,1.38,0.014652014652014652,0.9123287671232877
1,1.30379,103.86212,0,150,0.0,0.12052117263843648,0.3678053345811886,1.1,0.0,0.0
6,1.27598,103.83826,0,175,0.001001001001001001,0.26384364820846906,0.04773046326626111,2.38,0.0,0.0
1,1.31187,103.85814,0,208,0.0,0.0,1.0,0.0,0.054945054945054944,0.9616438356164384
0,1.30389,103.83494,1,82,0.0,0.14332247557003258,0.047262517547964435,1.3,0.03296703296703297,0.915068493150685
1,1.31805,103.86152,0,85,0.02702702702702703,0.013029315960912053,0.006551240056153486,0.13,0.03663003663003663,0.9205479452054794
0,1.30473,103.83446,1,90,0.0,0.06188925081433225,0.014974262985493684,0.56,0.03296703296703297,0.8876712328767123
0,1.33479,103.84262,2,50,0.23923923923923923,0.0,1.0,0.0,0.0,0.9972602739726028
3,1.32459,103.84289,1,65,0.003003003003003003,0.006514657980456026,0.17781937295273748,0.07,0.0,0.21643835616438356
5,1.28378,103.84476,0,85,0.006006006006006006,0.18892508143322476,0.0018717828731867104,1.75,0.14285714285714285,0.9917808219178083
5,1.28148,103.84682,0,94,0.004004004004004004,0.2182410423452769,0.0014038371548900327,2.06,0.14285714285714285,0.9972602739726028
0,1.29222,103.80779,0,256,0.002002002002002002,0.0,1.0,0.0,0.03663003663003663,0.9726027397260274
6,1.28675,103.82683,0,250,0.17917917917917917,0.0,1.0,0.0,0.0,0.9808219178082191
0,1.33685,103.86807,1,100,0.0,0.006514657980456026,0.4108563406644829,0.07,0.0,0.0
4,1.30432,103.85016,0,119,0.002002002002002002,0.14006514657980457,0.016846045858680395,1.67,0.03296703296703297,0.8136986301369863
1,1.31506,103.85503,1,62,0.0890890890890891,0.048859934853420196,0.15348619560131024,0.47,0.04395604395604396,0.989041095890411
2,1.31778,103.89263,1,69,0.0,0.003257328990228013,0.4763687412260178,0.03,0.0,0.0
6,1.26675,103.81219,0,390,0.002002002002002002,0.34201954397394135,0.008423022929340197,3.18,0.003663003663003663,0.8931506849315068
3,1.32861,103.84341,0,219,0.009009009009009009,0.013029315960912053,0.07065980346279832,0.12,0.4139194139194139,1.0
0,1.30899,103.80161,1,50,0.05905905905905906,0.04560260586319218,0.1754796443612541,0.42,0.0,0.6821917808219178
5,1.28118,103.84532,2,50,0.0,0.19543973941368079,0.0028076743097800653,1.86,0.01098901098901099,0.9671232876712329
1,1.32346,103.8657,0,87,0.004004004004004004,0.019543973941368076,0.18437061300889096,0.18,0.0,0.0
7,1.27992,103.84483,2,69,0.0,0.08143322475570032,0.06738418343472158,0.81,0.01098901098901099,0.9068493150684932
5,1.28154,103.84565,1,90,0.0,0.016286644951140065,0.03603182030884417,0.16,0.01098901098901099,0.8410958904109589
0,1.33235,103.86791,1,67,0.003003003003003003,0.06188925081433225,0.006551240056153486,0.59,0.003663003663003663,0.15342465753424658
0,1.30488,103.784,0,319,0.002002002002002002,0.006514657980456026,0.018717828731867104,0.06,0.03663003663003663,0.9643835616438357
0,1.31093,103.83939,1,58,0.001001001001001001,0.08143322475570032,0.010294805802526907,0.76,0.018315018315018316,0.9561643835616438
6,1.26768,103.81521,0,250,0.002002002002002002,0.006514657980456026,0.28217126813289656,0.06,0.0,0.6109589041095891
0,1.31152,103.83826,1,58,0.001001001001001001,0.029315960912052116,0.003275620028076743,0.46,0.018315018315018316,0.9643835616438357
3,1.31219,103.84376,1,61,0.001001001001001001,0.03257328990228013,0.01169864295741694,0.34,0.018315018315018316,1.0
0,1.28159,103.78641,0,125,0.01901901901901902,0.016286644951140065,0.13008890968647638,0.16,0.03296703296703297,0.33972602739726027
2,1.31728,103.88995,1,56,0.001001001001001001,0.016286644951140065,0.22648572765559194,0.17,0.018315018315018316,0.0
0,1.30518,103.84066,1,100,0.002002002002002002,0.03908794788273615,0.014506317267197005,0.37,0.06227106227106227,0.9945205479452055
0,1.2792,103.78634,0,237,0.002002002002002002,0.11400651465798045,0.010762751520823585,1.35,0.0,0.6684931506849315
0,1.3034,103.83371,1,110,0.0,0.06840390879478828,0.017781937295273748,0.64,0.03296703296703297,0.8821917808219178
1,1.3202,103.86359,1,60,0.002002002002002002,0.0,1.0,0.0,0.0,0.0
1,1.30895,103.85883,1,275,0.0,0.029315960912052116,0.18671034160037436,0.31,0.06227106227106227,0.6876712328767123
1,1.31072,103.85906,1,399,0.0,0.013029315960912053,0.28919045390734677,0.14,0.06227106227106227,0.9534246575342465
1,1.315,103.85823,0,90,0.004004004004004004,0.026058631921824105,0.018717828731867104,0.24,0.007326007326007326,0.4547945205479452
2,1.31648,103.88565,1,65,0.006006006006006006,0.026058631921824105,0.02573701450631727,0.27,0.03296703296703297,0.2
2,1.31708,103.88466,1,90,0.006006006006006006,0.003257328990228013,0.41038839494618623,0.03,0.03296703296703297,0.1589041095890411
2,1.31472,103.88835,0,65,0.003003003003003003,0.019543973941368076,0.4174075807206364,0.18,0.0,0.0
1,1.31938,103.86324,0,200,0.009009009009009009,0.03908794788273615,0.22461394478240523,0.38,0.73992673992674,0.0
1,1.3112,103.86107,0,208,0.0,0.0749185667752443,0.004211511464670099,0.78,0.054945054945054944,0.9616438356164384
3,1.32689,103.82142,1,119,0.0,0.006514657980456026,0.4651380439868975,0.06,0.0,0.0
1,1.32238,103.863,0,299,0.006006006006006006,0.009771986970684038,0.18483855872718766,0.12,0.16117216117216118,0.7178082191780822
1,1.30013,103.86367,0,147,0.002002002002002002,0.013029315960912053,0.3654656059897052,0.12,0.0,0.0
1,1.32912,103.8645,0,200,0.002002002002002002,0.003257328990228013,0.16939635002339729,0.08,0.5128205128205128,0.7232876712328767
2,1.31372,103.88747,0,118,0.0,0.46905537459283386,0.002339728591483388,4.34,0.0,0.2465753424657534
0,1.306,103.84014,1,75,0.001001001001001001,0.2280130293159609,0.0018717828731867104,2.1,0.0,0.20821917808219179
0,1.3057,103.89816,0,90,0.003003003003003003,0.06188925081433225,0.2110435189518016,0.67,1.0,0.0
6,1.26649,103.81585,1,99,0.002002002002002002,0.029315960912052116,0.25128685072531587,0.29,0.0,0.0
0,1.29482,103.84014,0,115,0.006006006006006006,0.05863192182410423,0.0271408516612073,0.58,0.304029304029304,0.12602739726027398
1,1.31192,103.86088,2,44,0.0,0.03257328990228013,0.09780065512400561,0.34,0.05860805860805861,0.9972602739726028
3,1.31544,103.8408,0,150,0.002002002002002002,0.013029315960912053,0.4066448291998128,0.12,0.0,0.0
0,1.32881,103.87096,1,50,0.001001001001001001,0.013029315960912053,0.3734206832007487,0.12,0.003663003663003663,0.0
0,1.31737,103.82765,0,126,0.004004004004004004,0.016286644951140065,0.41038839494618623,0.15,0.0,0.0
5,1.28453,103.84182,1,42,0.0890890890890891,0.003257328990228013,0.46186242395882077,0.03,0.30036630036630035,1.0
1,1.31024,103.85991,1,210,0.0,0.05211726384364821,0.18203088441740758,0.49,0.05860805860805861,0.989041095890411
3,1.328,103.84253,1,69,0.0890890890890891,0.003257328990228013,0.4220870379036032,0.03,0.014652014652014652,0.9972602739726028
1,1.30904,103.86205,1,49,0.01701701701701702,0.003257328990228013,0.20074871314927467,0.07,0.4065934065934066,0.9835616438356164
7,1.27699,103.84571,0,181,0.002002002002002002,0.0,1.0,0.0,0.0,0.0
3,1.31452,103.83907,1,50,0.009009009009009009,0.0,1.0,0.0,0.0,0.24383561643835616
2,1.30949,103.89388,1,68,0.02902902902902903,0.13355048859934854,0.024333177351427236,1.24,0.02197802197802198,0.4849315068493151
0,1.3082,103.89402,1,69,0.02902902902902903,0.5374592833876222,0.026204960224613945,4.98,0.02197802197802198,0.4931506849315068
0,1.3084,103.89329,1,65,0.02902902902902903,0.3289902280130293,0.026204960224613945,3.12,0.02197802197802198,0.4931506849315068
0,1.30936,103.89383,1,75,0.02902902902902903,0.36156351791530944,0.02339728591483388,3.42,0.02197802197802198,0.4931506849315068
0,1.308,103.89239,1,65,0.02902902902902903,0.28664495114006516,0.02573701450631727,2.67,0.02197802197802198,0.41643835616438357
0,1.3085,103.89363,1,68,0.02902902902902903,0.41368078175895767,0.014038371548900327,3.9,0.02197802197802198,0.4904109589041096
0,1.30894,103.894,1,75,0.02902902902902903,0.30944625407166126,0.03275620028076743,2.97,0.02197802197802198,0.4246575342465753
2,1.3131,103.88963,0,81,0.004004004004004004,0.006514657980456026,0.43706130088909684,0.06,0.0,0.0
2,1.31347,103.88763,0,94,0.005005005005005005,0.05211726384364821,0.01169864295741694,0.52,0.304029304029304,0.19726027397260273
1,1.31419,103.86014,1,235,0.0,0.04234527687296417,0.003275620028076743,0.56,0.03663003663003663,0.9863013698630136
2,1.31163,103.89016,1,57,0.0,0.0,1.0,0.0,0.0,0.0
1,1.31423,103.85512,0,129,0.024024024024024024,0.019543973941368076,0.12634534394010294,0.24,0.03296703296703297,0.19452054794520549
2,1.31234,103.8865,0,106,0.003003003003003003,0.003257328990228013,0.45952269536733736,0.03,0.003663003663003663,0.0
2,1.31411,103.88464,0,115,0.028028028028028028,0.247557003257329,0.009826860084230228,2.35,0.040293040293040296,0.0684931506849315
5,1.28163,103.84723,1,99,0.002002002002002002,0.003257328990228013,0.4548432381843706,0.03,0.0,0.0
2,1.31231,103.88357,0,150,0.028028028028028028,0.21172638436482086,0.08844174075807207,2.0,0.040293040293040296,0.23835616438356164
2,1.31399,103.88331,0,140,0.028028028028028028,0.2182410423452769,0.11137108095460926,2.06,0.040293040293040296,0.2410958904109589
2,1.31362,103.88454,1,140,0.028028028028028028,0.18566775244299674,0.11137108095460926,1.75,0.040293040293040296,0.2410958904109589
1,1.31811,103.85256,1,44,0.0,0.035830618892508145,0.28685072531586336,0.37,0.0,0.0
5,1.28452,103.84156,1,87,0.001001001001001001,0.1758957654723127,0.006551240056153486,1.67,0.02197802197802198,0.8904109589041096
3,1.3171,103.84371,0,124,0.001001001001001001,0.003257328990228013,0.4473561066916238,0.03,0.0,0.0
0,1.29463,103.83995,0,135,0.001001001001001001,0.07166123778501629,0.007487131492746842,0.69,0.09523809523809523,0.8575342465753425
0,1.30133,103.88865,1,60,0.0,0.02280130293159609,0.2255498362189986,0.21,0.0,0.0
0,1.30778,103.90049,0,185,0.001001001001001001,0.1498371335504886,0.0028076743097800653,1.57,0.029304029304029304,0.36712328767123287
0,1.27931,103.78746,1,46,0.17917917917917917,0.0,1.0,0.0,0.0,0.057534246575342465
0,1.33861,103.78077,0,31,0.0890890890890891,0.04560260586319218,0.22976134768366868,0.43,0.0,0.0
2,1.31604,103.88861,0,199,0.002002002002002002,0.029315960912052116,0.016846045858680395,0.31,0.05860805860805861,0.13972602739726028
2,1.31499,103.88751,0,199,0.002002002002002002,0.003257328990228013,0.11230697239120262,0.12,0.05860805860805861,0.0821917808219178
7,1.27675,103.84515,0,400,0.0,0.6026058631921825,0.004211511464670099,5.63,0.014652014652014652,0.663013698630137
3,1.32914,103.84838,0,131,0.009009009009009009,0.029315960912052116,0.0940570893776322,0.31,0.5128205128205128,0.9123287671232877
0,1.29998,103.8397,0,131,0.001001001001001001,0.4234527687296417,0.007487131492746842,3.98,0.09523809523809523,0.7287671232876712
0,1.29524,103.83665,1,74,0.0,0.009771986970684038,0.18483855872718766,0.1,0.003663003663003663,0.0136986301369863
0,1.33793,103.77,1,74,0.0,0.16286644951140064,0.010294805802526907,1.54,0.003663003663003663,0.9808219178082191
1,1.31838,103.85172,1,65,0.004004004004004004,0.013029315960912053,0.05240992044922789,0.2,0.02197802197802198,0.4657534246575342
0,1.29834,103.83997,0,175,0.001001001001001001,0.2182410423452769,0.007487131492746842,2.08,0.09523809523809523,0.8602739726027397
0,1.34245,103.84202,1,60,0.0,0.05537459283387622,0.4174075807206364,0.52,0.0,0.0
0,1.32967,103.86815,1,56,0.002002002002002002,0.006514657980456026,0.3968179691155826,0.07,0.0,0.0
5,1.28146,103.84875,0,190,0.002002002002002002,0.2768729641693811,0.020589611605053813,2.6,0.02564102564102564,0.16986301369863013
1,1.32872,103.86627,0,208,0.006006006006006006,0.006514657980456026,0.12306972391202621,0.19,0.4139194139194139,0.7232876712328767
2,1.31546,103.88615,0,94,0.003003003003003003,0.06514657980456026,0.030416471689284044,0.65,0.24175824175824176,0.15616438356164383
2,1.31552,103.88795,0,110,0.004004004004004004,0.035830618892508145,0.03228825456247075,0.35,0.24175824175824176,0.2465753424657534
2,1.31356,103.88717,0,94,0.0,0.09446254071661238,0.02667290594291062,1.23,0.24175824175824176,0.2136986301369863
2,1.31377,103.88733,0,90,0.0,0.08143322475570032,0.04258306036499766,0.78,0.24175824175824176,0.3178082191780822
2,1.31332,103.88741,0,90,0.0,0.04560260586319218,0.014038371548900327,0.43,0.24175824175824176,0.14794520547945206
0,1.30375,103.83339,1,150,0.0,0.04234527687296417,0.03088441740758072,0.4,0.03296703296703297,0.915068493150685
0,1.2969,103.83577,1,399,0.0890890890890891,0.0,1.0,0.0,0.0,0.4931506849315068
0,1.30347,103.83505,1,90,0.0,0.06188925081433225,0.03883949461862424,0.62,0.03296703296703297,0.8821917808219178
0,1.30743,103.90046,0,164,0.001001001001001001,0.19218241042345277,0.0070191857744501636,1.91,0.029304029304029304,0.40821917808219177
5,1.28185,103.84538,1,131,0.001001001001001001,0.016286644951140065,0.4174075807206364,0.15,0.0,0.0
1,1.3124,103.8607,1,135,0.0,0.048859934853420196,0.0009358914365933552,0.49,0.0695970695970696,0.9835616438356164
1,1.31072,103.85939,1,56,0.0,0.18892508143322476,0.0028076743097800653,1.81,0.0695970695970696,0.9698630136986301
1,1.31267,103.85935,1,62,0.0,0.1237785016286645,0.004679457182966776,1.18,0.0695970695970696,0.9835616438356164
3,1.32609,103.84719,0,210,0.009009009009009009,0.013029315960912053,0.030416471689284044,0.13,0.73992673992674,1.0
1,1.31286,103.86852,1,131,0.001001001001001001,0.13680781758957655,0.003743565746373421,1.57,0.0,0.4684931506849315
3,1.32506,103.85269,0,218,0.002002002002002002,0.0,1.0,0.0,0.73992673992674,0.5342465753424658
7,1.28044,103.84864,0,219,0.002002002002002002,0.2736156351791531,0.0028076743097800653,2.62,0.003663003663003663,0.0
0,1.2802,103.78574,1,68,0.02902902902902903,0.016286644951140065,0.019653720168460457,0.16,0.11355311355311355,0.8712328767123287
5,1.28359,103.84367,0,100,0.006006006006006006,0.0,1.0,0.0,0.0,0.0
5,1.27965,103.8404,0,240,0.002002002002002002,0.16938110749185667,0.062236780533458116,1.6,0.02564102564102564,0.3780821917808219
0,1.29901,103.84906,1,75,0.003003003003003003,0.02280130293159609,0.08423022929340196,0.22,0.06227106227106227,0.9945205479452055
0,1.30558,103.91274,1,56,0.0,0.11726384364820847,0.007955077211043519,1.11,0.01098901098901099,0.9452054794520548
6,1.27505,103.83597,1,87,0.001001001001001001,0.0,1.0,0.0,0.0,0.2410958904109589
0,1.29304,103.80709,1,69,0.0,0.0,1.0,0.0,0.0,0.4904109589041096
0,1.2971,103.83958,1,60,0.009009009009009009,0.003257328990228013,0.11183902667290595,0.12,0.0,0.8712328767123287
1,1.31565,103.85338,1,149,0.0,0.1498371335504886,0.056621431913897985,1.54,0.04395604395604396,0.4328767123287671
5,1.2847,103.84302,2,28,0.0,0.05211726384364821,0.13289658399625642,0.5,0.02564102564102564,0.4931506849315068
5,1.28353,103.84432,2,31,0.0,0.03257328990228013,0.01169864295741694,0.32,0.02564102564102564,0.4931506849315068
0,1.30794,103.90147,0,199,0.001001001001001001,0.2671009771986971,0.0028076743097800653,2.53,0.029304029304029304,0.410958904109589
0,1.30749,103.89998,0,224,0.001001001001001001,0.23778501628664495,0.004211511464670099,2.25,0.029304029304029304,0.3698630136986301
1,1.30965,103.86129,1,36,0.01701701701701702,0.003257328990228013,0.14038371548900327,0.1,0.30036630036630035,0.9835616438356164
2,1.31534,103.88764,0,94,0.003003003003003003,0.0781758957654723,0.012634534394010294,0.78,0.24175824175824176,0.17534246575342466
0,1.29999,103.83991,0,128,0.001001001001001001,0.254071661237785,0.01169864295741694,2.51,0.09523809523809523,0.8246575342465754
1,1.31564,103.85456,1,60,0.001001001001001001,0.20195439739413681,0.008890968647636874,1.96,0.04395604395604396,0.4
0,1.29661,103.83932,0,106,0.001001001001001001,0.3811074918566775,0.010762751520823585,3.64,0.09523809523809523,0.8493150684931506
3,1.32292,103.85237,0,244,0.009009009009009009,0.006514657980456026,0.007487131492746842,0.25,0.4139194139194139,1.0
0,1.29678,103.83982,0,169,0.001001001001001001,0.30944625407166126,0.0070191857744501636,2.94,0.06227106227106227,0.8027397260273973
0,1.30485,103.8344,1,76,0.0,0.03257328990228013,0.0271408516612073,0.32,0.03296703296703297,0.9506849315068493
0,1.30404,103.83491,1,108,0.0,0.02280130293159609,0.010762751520823585,0.22,0.03296703296703297,0.8821917808219178
0,1.30508,103.83477,1,156,0.0,0.003257328990228013,0.24286382779597568,0.06,0.03296703296703297,0.915068493150685
0,1.30529,103.83342,1,90,0.0,0.019543973941368076,0.014038371548900327,0.19,0.03296703296703297,0.8876712328767123
3,1.32502,103.85291,0,260,0.07407407407407407,0.003257328990228013,0.2040243331773514,0.07,0.4139194139194139,0.0
0,1.29943,103.83793,1,87,0.001001001001001001,0.3127035830618892,0.006551240056153486,3.07,0.0989010989010989,0.7917808219178082
6,1.28191,103.83326,0,153,0.001001001001001001,0.003257328990228013,0.114646700982686,0.12,0.09157509157509157,0.8602739726027397
0,1.30481,103.83341,1,106,0.0,0.019543973941368076,0.299017313991577,0.19,0.03296703296703297,0.8767123287671232
1,1.31384,103.85765,1,60,0.001001001001001001,0.003257328990228013,0.442676649508657,0.03,0.0,0.0
1,1.31529,103.85442,0,137,0.002002002002002002,0.1498371335504886,0.12774918109499298,1.71,0.0,0.6602739726027397
2,1.31405,103.88738,0,87,0.003003003003003003,0.08469055374592833,0.008890968647636874,0.81,0.24175824175824176,0.1917808219178082
6,1.2823,103.83198,0,136,0.0,0.0,1.0,0.0,0.09157509157509157,0.0
2,1.31602,103.88636,1,72,0.001001001001001001,0.44625407166123776,0.007955077211043519,4.26,0.09157509157509157,0.5123287671232877
2,1.31626,103.88734,1,87,0.001001001001001001,0.3811074918566775,0.0014038371548900327,3.79,0.09157509157509157,0.3452054794520548
0,1.30958,103.90295,0,144,0.001001001001001001,0.2996742671009772,0.008890968647636874,3.18,0.04395604395604396,0.3972602739726027
0,1.28076,103.79176,0,231,0.0890890890890891,0.2964169381107492,0.05240992044922789,2.83,0.007326007326007326,0.4904109589041096
0,1.29612,103.83771,0,131,0.0890890890890891,0.04234527687296417,0.3963500233972859,0.42,0.0,0.8794520547945206
0,1.29677,103.83447,1,200,0.0,0.0,1.0,0.0,0.0,0.0
0,1.30101,103.89784,0,269,0.0,0.003257328990228013,0.44408048666354705,0.03,0.0,0.0
2,1.31434,103.88615,1,72,0.001001001001001001,0.40390879478827363,0.009826860084230228,3.96,0.09157509157509157,0.5972602739726027
1,1.31232,103.85837,0,201,0.0,0.003257328990228013,0.16050538137576043,0.09,0.054945054945054944,0.9616438356164384
0,1.30138,103.89884,1,81,0.001001001001001001,0.013029315960912053,0.41881141787552645,0.13,0.0,0.0
7,1.2735,103.84527,0,144,0.02902902902902903,0.11074918566775244,0.015910154422087038,1.3,1.0,0.9835616438356164
0,1.29601,103.83794,1,87,0.0,0.02280130293159609,0.0070191857744501636,0.23,0.0989010989010989,0.9452054794520548
3,1.31559,103.84062,1,81,0.0,0.003257328990228013,0.4450163781001404,0.03,0.003663003663003663,0.0
2,1.31497,103.88769,1,72,0.001001001001001001,0.32247557003257327,0.0070191857744501636,3.19,0.09157509157509157,0.5698630136986301
6,1.28399,103.8348,1,78,0.001001001001001001,0.006514657980456026,0.018717828731867104,1.0,0.09157509157509157,0.8904109589041096
2,1.31241,103.88184,0,158,0.001001001001001001,0.3941368078175896,0.004679457182966776,3.81,0.054945054945054944,0.4054794520547945
6,1.2852,103.82406,1,69,0.002002002002002002,0.029315960912052116,0.06317267197005147,0.29,0.003663003663003663,0.7506849315068493
6,1.28394,103.83149,0,131,0.001001001001001001,0.009771986970684038,0.024333177351427236,0.47,0.09157509157509157,0.9561643835616438
3,1.32295,103.84861,0,110,0.001001001001001001,0.06840390879478828,0.2171268132896584,0.76,0.0,0.0
0,1.29761,103.83672,0,149,0.005005005005005005,0.02280130293159609,0.08423022929340196,0.22,0.06593406593406594,0.3863013698630137
0,1.29752,103.83843,0,112,0.005005005005005005,0.05863192182410423,0.07627515208235845,0.58,0.06593406593406594,0.821917808219178
0,1.29896,103.8371,0,119,0.005005005005005005,0.05211726384364821,0.12962096396817968,0.52,0.06593406593406594,0.821917808219178
0,1.29549,103.83805,0,137,0.0,0.05863192182410423,0.017781937295273748,0.63,0.17216117216117216,0.821917808219178
0,1.29892,103.83927,0,137,0.001001001001001001,0.3517915309446254,0.007487131492746842,3.51,0.17216117216117216,0.7863013698630137
0,1.29876,103.83802,0,139,0.005005005005005005,0.02280130293159609,0.0982686008423023,0.23,0.06593406593406594,0.821917808219178
4,1.30104,103.85386,1,99,0.002002002002002002,0.013029315960912053,0.35142723444080487,0.13,0.0,0.0
2,1.31331,103.88717,2,31,0.0,0.009771986970684038,0.3710809546092653,0.1,0.0,0.0
1,1.32213,103.86521,0,218,0.009009009009009009,0.026058631921824105,0.1941974730931212,0.25,0.73992673992674,0.4602739726027397
4,1.30391,103.84679,0,85,0.004004004004004004,0.06514657980456026,0.0070191857744501636,0.74,0.24175824175824176,0.136986301369863
0,1.31641,103.82755,1,60,0.001001001001001001,0.0,1.0,0.0,0.0,0.0
1,1.30863,103.86146,1,44,0.01701701701701702,0.006514657980456026,0.2877866167524567,0.07,0.4065934065934066,0.9917808219178083
7,1.28043,103.85334,1,90,0.003003003003003003,0.006514657980456026,0.4347215722976135,0.06,0.0,0.0
0,1.28725,103.84788,2,19,0.0,0.06840390879478828,0.03462798315395414,0.66,0.15384615384615385,0.9808219178082191
0,1.28824,103.84652,2,24,0.0,0.048859934853420196,0.0271408516612073,0.48,0.15384615384615385,0.9726027397260274
0,1.28847,103.84662,2,29,0.0,0.019543973941368076,0.2634534394010295,0.2,0.15384615384615385,0.9534246575342465
0,1.2881,103.84625,2,29,0.0,0.08469055374592833,0.10481984089845578,0.82,0.15384615384615385,0.9671232876712329
6,1.28455,103.8235,1,69,0.17917917917917917,0.10097719869706841,0.004679457182966776,0.99,0.003663003663003663,0.9205479452054794
0,1.2885,103.8478,2,24,0.0,0.0,1.0,0.0,0.15384615384615385,0.9917808219178083
0,1.28699,103.84674,2,24,0.0,0.016286644951140065,0.055217594759007955,0.18,0.15384615384615385,0.9945205479452055
0,1.28655,103.84833,2,29,0.0,0.006514657980456026,0.11417875526438934,0.06,0.15384615384615385,0.0
0,1.28769,103.84678,2,19,0.0,0.06514657980456026,0.02573701450631727,0.67,0.15384615384615385,0.9342465753424658
0,1.28673,103.84794,2,19,0.0,0.006514657980456026,0.35189518015910154,0.08,0.15384615384615385,0.9808219178082191
